Date,Type,Price,Size,Portfolio Value
2023-04-24,BUY,1080.55,30,100137.70000000001
2023-09-10,SELL,1221.85,-30,104239.0
2023-11-29,BUY,1193.3,30,103981.0
2024-05-05,SELL,1430.64,-30,111359.20000000001
2024-06-10,BUY,1464.03,30,110990.80000000002
2024-08-08,SELL,1455.06,-30,111090.10000000002
2025-02-03,BUY,1248.05,30,112204.60000000002
2025-02-09,SELL,1264.5,-30,111583.60000000002
